0.21205994	0.24394253	0.22750069	0.24866993	0.18945764	0.22280867
0.3550266	0.34715738	0.36901941	0.33897104	0.29840481	0.30717525
0.13591863	0.11828814	0.16023148	0.13647463	0.11783682	0.10428338
0.28684957	0.25289518	0.37998652	0.30010206	0.22312225	0.20908717
0.24699873	0.30774984	0.28823731	0.33877915	0.20649476	0.25725452
0.33380622	0.31308486	0.33505375	0.2989356	0.29176186	0.28964967
0.13900014	0.13612532	0.15453303	0.15358754	0.12466437	0.1210488
0.25065711	0.23627964	0.23755707	0.23651718	0.24383983	0.22003648
0.15091927	0.14121264	0.16302255	0.1555405	0.13750581	0.12734205
0.23400823	0.23621721	0.30619302	0.29566964	0.18711006	0.19205763
0.26694108	0.23519402	0.31576256	0.25420627	0.21956065	0.20678166
0.3268564	0.28041273	0.39348758	0.36904676	0.25847429	0.21926984
0.17605503	0.15910324	0.1981754	0.18220342	0.15472853	0.1392221
0.27162283	0.32988272	0.30414285	0.38578478	0.22939321	0.26383791
0.29348829	0.27682	0.38889216	0.34361459	0.22754712	0.22174966
0.16690445	0.16578089	0.1768714	0.1721015	0.15332905	0.15482868
0.2135837	0.25985564	0.2069651	0.26056054	0.20760066	0.23839566
0.11159307	0.10529639	0.12751697	0.11961861	0.099106389	0.093987157
0.17096529	0.15134594	0.18182052	0.16248407	0.15639923	0.1384836
0.32698554	0.28780622	0.34284707	0.33678427	0.27837536	0.23547448
0.17787826	0.16856586	0.18693251	0.17471251	0.16373965	0.15746115
0.1969203	0.17714335	0.19742964	0.18207796	0.18690062	0.1660273
0.23445573	0.29548106	0.26848626	0.35530212	0.19913567	0.23774578
0.1851451	0.15938365	0.22266576	0.18616963	0.15639888	0.1379026
0.23025163	0.2669148	0.23469049	0.2852552	0.21187929	0.23256141
0.2364167	0.20279572	0.30420063	0.25639595	0.19006259	0.16637709
0.16251062	0.14172153	0.16041552	0.14179753	0.15895949	0.1379501
0.20852318	0.21332744	0.24333278	0.26363789	0.17729398	0.1760452
0.2588772	0.31661205	0.27186676	0.30467583	0.22929801	0.29006836
0.28724352	0.27241715	0.37907898	0.38482281	0.22367875	0.20895259
0.19248003	0.24164005	0.22049564	0.28304075	0.1663872	0.20212878
0.19536024	0.16466326	0.24094799	0.19570713	0.16246826	0.14091486
0.26145837	0.27836678	0.2895148	0.31548185	0.22342599	0.23268847
0.1097478	0.11618207	0.12069502	0.12910699	0.099945518	0.10489748
0.35635404	0.27950853	0.3395612	0.26430889	0.31971878	0.26734057
0.25729541	0.22233042	0.3571188	0.29203909	0.19969586	0.17833939
0.20109683	0.16603789	0.23196985	0.18807689	0.17257195	0.14589239
0.18613568	0.22897513	0.22364024	0.27980167	0.15725508	0.18871485
0.24703832	0.30951776	0.29775204	0.39013576	0.20328491	0.24244496
0.2388312	0.29743168	0.2637488	0.31691446	0.2067522	0.25517882
0.20692317	0.21753368	0.23581347	0.23408526	0.17836286	0.19345114
0.28844657	0.31055544	0.31043073	0.37433048	0.24717905	0.2476362
0.19949409	0.25384806	0.20957169	0.26182609	0.18199392	0.228479
0.18572267	0.21665297	0.19350137	0.21888723	0.17154471	0.20226436
0.26052061	0.22537874	0.25505466	0.2268973	0.24396217	0.21009333
0.31544833	0.31594447	0.314708	0.30678624	0.28051456	0.28727677
0.13143564	0.13394962	0.13352998	0.13649086	0.1265987	0.12856931
0.17808101	0.18638812	0.19309342	0.19392252	0.16022731	0.17230035
0.1534539	0.14658562	0.17653549	0.17096603	0.13416928	0.12744066
0.2856593	0.28679438	0.2996095	0.32411338	0.24941187	0.23902732
0.20610383	0.17746958	0.25037849	0.20410342	0.1719115	0.15393259
0.21803587	0.19512334	0.25605273	0.21894665	0.18404052	0.17055741
0.24030709	0.26581267	0.2769755	0.31262119	0.2028412	0.21936918
0.20713928	0.17853594	0.21979455	0.1934376	0.18692668	0.1606934
0.35042444	0.33896032	0.3571576	0.34256426	0.29942456	0.29371083
0.22490724	0.28192304	0.25962742	0.34763794	0.19100677	0.22590575
0.31494588	0.37391851	0.32932779	0.37960412	0.27067506	0.31510859
0.32600264	0.28221855	0.33964524	0.30340296	0.27889659	0.24286696
0.26584968	0.24695886	0.31334532	0.31071611	0.21916173	0.19943734
0.30189142	0.31933	0.32291309	0.30951952	0.25767868	0.29011302
0.23067493	0.24265853	0.27628899	0.31359864	0.19176793	0.19424472
0.21390556	0.24812108	0.21767573	0.26178016	0.19876364	0.22032475
0.21445497	0.27552059	0.24603166	0.32609055	0.18357824	0.22559856
0.2965109	0.29190507	0.34540866	0.30791532	0.24201821	0.25293512
0.2608093	0.32331572	0.26022072	0.29350615	0.24014006	0.31264211
0.25142045	0.2305423	0.3157342	0.29222881	0.20280029	0.18690507
0.34322628	0.31653804	0.38376375	0.33414487	0.27849337	0.27006634
0.24375267	0.27202596	0.24781943	0.28666547	0.22313466	0.23860247
0.33308839	0.33396547	0.3575191	0.34711206	0.27832397	0.28468818
0.22846871	0.23587	0.29234992	0.29033811	0.18467397	0.19319535
0.27606274	0.25289293	0.33041894	0.29622197	0.22479121	0.2104357
0.20317789	0.19817746	0.22091403	0.20951381	0.1805872	0.18004437
0.28807465	0.26763794	0.39973725	0.34226535	0.22060414	0.21276087
0.18630009	0.16593675	0.18007567	0.16533439	0.18413989	0.16062624
0.15234324	0.15992053	0.15670209	0.1615048	0.14410108	0.1532652
0.21922033	0.17928543	0.25858585	0.20792658	0.18452875	0.15467686
0.21081065	0.19477132	0.21019867	0.18602036	0.19969402	0.19415457
0.24468884	0.26497731	0.3329639	0.34703027	0.19212847	0.20902673
0.14679999	0.17060999	0.1663756	0.19962555	0.12976452	0.14692779
0.3600492	0.28585202	0.40051433	0.32633564	0.28988391	0.23707277
0.24181032	0.21643856	0.28595649	0.26362288	0.20128744	0.17957489
0.31682741	0.24679045	0.37014156	0.28582596	0.25539175	0.20715205
0.28817166	0.25732249	0.40898694	0.33241896	0.21920235	0.20471643
0.13850191	0.15749673	0.15474602	0.17568401	0.12383833	0.14011718
0.19284148	0.22985719	0.21681797	0.27384154	0.16851364	0.19165273
0.19890528	0.25374108	0.25154911	0.34955079	0.16339836	0.19769909
0.20197804	0.16954988	0.214123	0.18203273	0.18281572	0.15412079
0.19533781	0.19483576	0.23794385	0.22687411	0.16338873	0.16675051
0.21416216	0.23391298	0.2139669	0.22965654	0.20215717	0.22195444
0.19054626	0.18379804	0.19690758	0.19018859	0.17677874	0.17083687
0.36653457	0.31678763	0.39206482	0.30680314	0.30032045	0.28853373
0.12319243	0.13870946	0.12664482	0.14208844	0.11773541	0.13231057
0.2623442	0.32524239	0.29285563	0.33219617	0.22301775	0.2822654
0.21053577	0.24214264	0.27592889	0.33442064	0.16977735	0.1894052
0.17921335	0.17416641	0.22038915	0.20827107	0.1500929	0.14811129
0.39587539	0.2887243	0.36265267	0.29475493	0.35658711	0.25659616
0.26683954	0.31660998	0.28254265	0.34702574	0.23396557	0.26394364
0.20469406	0.23680756	0.20927698	0.24718108	0.19032398	0.21318175
0.14159862	0.1440272	0.14577034	0.15064591	0.13435844	0.13477106
0.21934614	0.1971135	0.21195908	0.19629612	0.21311962	0.18821423
0.33364972	0.29642802	0.3795681	0.37765707	0.26986538	0.23277341
0.2987596	0.31164238	0.31320585	0.29449704	0.25889504	0.29149629
0.25720531	0.23183924	0.28609568	0.27020271	0.21968169	0.19529516
0.16710769	0.14144643	0.18553674	0.15452797	0.14861438	0.12825492
0.19301795	0.19238098	0.19288146	0.19118382	0.18408505	0.18447117
0.27570158	0.25748829	0.27695276	0.24164474	0.25015063	0.25200479
0.25904541	0.33729526	0.30455601	0.38788609	0.21452464	0.27077162
0.27290367	0.2828581	0.27110093	0.27609931	0.25035927	0.26184259
0.11962603	0.11653486	0.13449745	0.12892434	0.10709786	0.10551807
0.33241742	0.2654421	0.30283952	0.26684726	0.3177918	0.24219513
0.28916696	0.22453578	0.27399321	0.2245965	0.27416157	0.21057636
0.30674913	0.34260538	0.30665975	0.30148888	0.27392053	0.33818787
0.28753042	0.26379926	0.31560758	0.28826388	0.24355246	0.22696996
0.11753406	0.12475338	0.12484235	0.13526209	0.10955166	0.11429091
0.23426444	0.20168544	0.2521732	0.22594443	0.20661839	0.17599273
0.29838729	0.23485746	0.38283457	0.28824104	0.23346743	0.19270186
0.13761179	0.12041456	0.14352306	0.12610601	0.12934417	0.11340368
0.13136716	0.13931944	0.1393861	0.15142263	0.12205275	0.126864
0.17242121	0.16762119	0.21116348	0.20532268	0.14501303	0.14118449
0.22425617	0.29683429	0.25784088	0.34335885	0.19092453	0.24308784
0.12385589	0.1197499	0.12584863	0.11954164	0.11957228	0.11768955
0.41378075	0.2921491	0.36415884	0.28102979	0.38217394	0.27239731
0.32558421	0.29504789	0.29862749	0.28864043	0.31068867	0.27039114
0.25428033	0.21310052	0.35063381	0.27926183	0.1980133	0.17168813
0.23393062	0.25882484	0.23200517	0.24304617	0.21992469	0.25292051
0.15385567	0.17570731	0.16221153	0.18128769	0.14257935	0.16426516
0.2223229	0.20764324	0.22359655	0.21330675	0.20775836	0.192042
0.30624068	0.30875686	0.30387757	0.34929368	0.27521388	0.25408655
0.32453561	0.31283053	0.32090351	0.3317765	0.28886012	0.26670657
0.13286605	0.14656423	0.14956835	0.16406097	0.11843026	0.130567
0.22372821	0.17879527	0.2475857	0.19392067	0.19481211	0.16079496
0.32781177	0.28478057	0.29227315	0.28191869	0.32255848	0.26006898
0.26199684	0.2621089	0.27032305	0.25486992	0.23467399	0.24675618
0.17748033	0.1495384	0.20481988	0.16950433	0.1536417	0.13205998
0.2484097	0.26772513	0.28936934	0.34435248	0.20772676	0.21235281
